"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13"
"162","people and students","to watch ","th jallikattuforever","alanganallur jallikattu organisers invites people and students all over tamilnadu to watch jallikattu which is happening on th jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"163","support","presented ","ha","another fantastic display of art by nehal he is a supporter of jallikattu presented this art","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"164","support","will bollywood ","ha","shameonbollywood tamil film industry gave rock solid support to jallikattu will bollywood support kashmiri hindus","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"165","ha","translate ","this shared","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"166","ha","to illgovernance need ","this shared","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"167","this shared","translate ","talks","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"168","this shared","to illgovernance need ","talks","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"169","talks","translate ","the plight","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"170","talks","to illgovernance need ","the plight","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"171","the plight","translate ","some hash jallikattu","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"172","the plight","to illgovernance need ","some hash jallikattu","ha ha need i translate this shared to me that talks the plight of people due to illgovernance need some hash jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"173","no single government","can take ","the credit","no single government can take the credit of students efforts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"174","the credit","can take ","students efforts","no single government can take the credit of students efforts","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"175","c","bairavaa silently crossed ","audiences","despite jallikattu protests bairavaa silently crossed c without audiences","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"176","legitimising animal sports","will increase ","acts","legitimising animal sports will increase acts of cruelty","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"177","acts","will increase ","cruelty","legitimising animal sports will increase acts of cruelty","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"178","hope alanganallur organisers","would have apologised ","ina","hope alanganallur organisers would have apologised to you for not letting you in when you had gone there for ina","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"179","hope alanganallur organisers","letting ","ina","hope alanganallur organisers would have apologised to you for not letting you in when you had gone there for ina","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"180","hope alanganallur organisers","had gone ","ina","hope alanganallur organisers would have apologised to you for not letting you in when you had gone there for ina","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"181","hats","creating ","the whole team","hats off to you and the whole team for creating an awareness n making jallikattu happen in a style","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"182","hats","making ","the whole team","hats off to you and the whole team for creating an awareness n making jallikattu happen in a style","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"183","the whole team","creating ","an awareness n","hats off to you and the whole team for creating an awareness n making jallikattu happen in a style","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"184","the whole team","making ","an awareness n","hats off to you and the whole team for creating an awareness n making jallikattu happen in a style","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"185","an awareness n","creating ","a style","hats off to you and the whole team for creating an awareness n making jallikattu happen in a style","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"186","an awareness n","making ","a style","hats off to you and the whole team for creating an awareness n making jallikattu happen in a style","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"187","tamilnadu traders","to boycott ","coke and pepsi","tamilnadu traders to boycott coke and pepsi","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"188","not cruelty","to support ","the tradition kindness and respect","jallikattu is a culture not cruelty proud to support the tradition kindness and respect to animals and jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"189","request","to telecast ","all the news channels","request all the news channels to telecast jallikattu on the informed dates","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"190","all the news channels","to telecast ","the informed dates","request all the news channels to telecast jallikattu on the informed dates","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"191","jallikattu tamil farmers","created ","a forest","jallikattu tamil farmers the man who created a forest in india","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"192","those anti national elements","have got mingled ","the crowd","those anti national elements have got mingled in to the crowd under disguise of jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"193","the crowd","have got mingled ","disguise","those anti national elements have got mingled in to the crowd under disguise of jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"194","disguise","have got mingled ","jallikattu protest","those anti national elements have got mingled in to the crowd under disguise of jallikattu protest","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"195","a policeman","burning ","a vehicle students","a policeman burning a vehicle students falling prey for the dirtygame played shameontnpolice jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"196","a policeman","falling ","a vehicle students","a policeman burning a vehicle students falling prey for the dirtygame played shameontnpolice jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"197","a vehicle students","burning ","prey","a policeman burning a vehicle students falling prey for the dirtygame played shameontnpolice jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"198","a vehicle students","falling ","prey","a policeman burning a vehicle students falling prey for the dirtygame played shameontnpolice jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"199","prey","burning ","the dirtygame","a policeman burning a vehicle students falling prey for the dirtygame played shameontnpolice jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"200","prey","falling ","the dirtygame","a policeman burning a vehicle students falling prey for the dirtygame played shameontnpolice jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"201","its not jallikattu bull","shit ","jallikattu bull","you shit its not jallikattu bull did you know which is jallikattu bull you idiot","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"202","jallikattu bull","shit ","idiot","you shit its not jallikattu bull did you know which is jallikattu bull you idiot","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"203","dont","peta badu jallikattu ","fake image","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"204","honourable prime minister","provides ","full support","honourable prime minister ji provides full support to tamilnadu government on jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"205","pawankalyan tv","explaining ","the reason","pawankalyan tv explaining the reason why he supported jallikattu nuv cheptene kada maku telustundi apdem","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"206","the reason","explaining ","jallikattu nuv cheptene kada maku telustundi apdem","pawankalyan tv explaining the reason why he supported jallikattu nuv cheptene kada maku telustundi apdem","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"207","madurai bench","wants ","report","madurai bench wants report on police action in alanganallur jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"208","report","wants ","police action","madurai bench wants report on police action in alanganallur jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"209","padmavati","bollywood infiltrated ","selective media writers","jallikattu to padmavati selective media writers bollywood infiltrated by obscurantist malcontents hinduhaters exposed as fringe","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"210","padmavati","exposed ","selective media writers","jallikattu to padmavati selective media writers bollywood infiltrated by obscurantist malcontents hinduhaters exposed as fringe","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"211","selective media writers","bollywood infiltrated ","obscurantist malcontents hinduhaters","jallikattu to padmavati selective media writers bollywood infiltrated by obscurantist malcontents hinduhaters exposed as fringe","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"212","selective media writers","exposed ","obscurantist malcontents hinduhaters","jallikattu to padmavati selective media writers bollywood infiltrated by obscurantist malcontents hinduhaters exposed as fringe","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"213","obscurantist malcontents hinduhaters","bollywood infiltrated ","fringe","jallikattu to padmavati selective media writers bollywood infiltrated by obscurantist malcontents hinduhaters exposed as fringe","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"214","obscurantist malcontents hinduhaters","exposed ","fringe","jallikattu to padmavati selective media writers bollywood infiltrated by obscurantist malcontents hinduhaters exposed as fringe","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"215","delhi aiadmk mps","leave ","presidents house","delhi aiadmk mps leave presidents house after meeting president pranab mukherjee over jallikattu ordinance issue","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"216","presidents house","leave ","meeting president pranab mukherjee","delhi aiadmk mps leave presidents house after meeting president pranab mukherjee over jallikattu ordinance issue","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"217","meeting president pranab mukherjee","leave ","jallikattu ordinance issue","delhi aiadmk mps leave presidents house after meeting president pranab mukherjee over jallikattu ordinance issue","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"218","thala fl release plan","following ","issue","thala fl release plan postponed due to jallikattu issue likely to release on february nd now following the thursday sen","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"219","issue","following ","february nd","thala fl release plan postponed due to jallikattu issue likely to release on february nd now following the thursday sen","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"220","february nd","following ","the thursday","thala fl release plan postponed due to jallikattu issue likely to release on february nd now following the thursday sen","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"221","civilized society and country","is measured based ","that society fight","civilized society and country is measured based on what people of that society fight for","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"222","cbi","should investigate ","the violence","cbi should investigate the violence on jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"223","another fantastic display","presented ","art","another fantastic display of art by nehal he is a supporter of jallikattu presented this art","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"224","art","presented ","nehal he","another fantastic display of art by nehal he is a supporter of jallikattu presented this art","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"225","nehal he","presented ","a supporter","another fantastic display of art by nehal he is a supporter of jallikattu presented this art","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"226","a supporter","presented ","this art","another fantastic display of art by nehal he is a supporter of jallikattu presented this art","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"227","a protest","saw ","so much peace humanity care","if you never ever saw a protest with so much peace humanity care love for each other","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"228","so much peace humanity care","saw ","each other","if you never ever saw a protest with so much peace humanity care love for each other","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"229","each other","saw ","love","if you never ever saw a protest with so much peace humanity care love for each other","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"230","the only country","to beat ","the citizens","the only country to beat the citizens coz we are fighting for our rights","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"231","the only country","are fighting ","the citizens","the only country to beat the citizens coz we are fighting for our rights","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"232","the citizens","to beat ","our rights","the only country to beat the citizens coz we are fighting for our rights","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"233","the citizens","are fighting ","our rights","the only country to beat the citizens coz we are fighting for our rights","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"234","part","to be held ","pongal fest","jallikattu to be held as part of pongal fest at st","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"235","pongal fest","to be held ","st","jallikattu to be held as part of pongal fest at st","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"236","ilelif india","has entered ","a new cycle","ilelif india has entered a new cycle of partition newcycleofpartition jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"237","a new cycle","has entered ","partition newcycleofpartition jallikattu","ilelif india has entered a new cycle of partition newcycleofpartition jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"238","tons","being fed ","food","tons of food being fed to the warm hearts of jallikattu at the marina beach chennai courtesy","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"239","food","being fed ","the warm hearts","tons of food being fed to the warm hearts of jallikattu at the marina beach chennai courtesy","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"240","the warm hearts","being fed ","the marina beach","tons of food being fed to the warm hearts of jallikattu at the marina beach chennai courtesy","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"241","radha rajan","issued ","an apology","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"242","radha rajan","filed ","an apology","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"243","an apology","issued ","the comments","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"244","an apology","filed ","the comments","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"245","the comments","issued ","she","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"246","the comments","filed ","she","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"247","she","issued ","a defamation suit","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"248","she","filed ","a defamation suit","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"249","a defamation suit","issued ","her","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"250","a defamation suit","filed ","her","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"251","her","issued ","madras high court","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"252","her","filed ","madras high court","radha rajan issued an apology on the comments she made of the protestors but a defamation suit filed against her in madras high court","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"253","a time","to celebrate and say ","jallikattu jallikattuprotest letsdojallikattu","a time to celebrate and say jallikattu jallikattuprotest letsdojallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"254","naliki intha sattam","selladhunu ","theerpu solla podhu","naliki intha sattam selladhunu supreme court theerpu solla podhu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"255","first indians","should build ","enough toilets","first indians should build enough toilets before speaking nationalism","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"256","first indians","speaking ","enough toilets","first indians should build enough toilets before speaking nationalism","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"257","enough toilets","should build ","nationalism","first indians should build enough toilets before speaking nationalism","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"258","enough toilets","speaking ","nationalism","first indians should build enough toilets before speaking nationalism","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"259","hippoptamizha clear speech","diverting ","some unknown groups","hippoptamizha clear speech on some unknown groups diverting the jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"260","some unknown groups","diverting ","the jallikattu protesters","hippoptamizha clear speech on some unknown groups diverting the jallikattu protesters","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"261","jallikattu milking cows","playing ","elephants","only playing jallikattu milking cows keeping elephants in temples etc is cruel","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"262","jallikattu milking cows","keeping ","elephants","only playing jallikattu milking cows keeping elephants in temples etc is cruel","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"263","elephants","playing ","temples etc","only playing jallikattu milking cows keeping elephants in temples etc is cruel","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"264","elephants","keeping ","temples etc","only playing jallikattu milking cows keeping elephants in temples etc is cruel","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"265","a special wishes","extended ","centralgovt","i extended a special wishes to tngovt centralgovt ji for jallikattu bill approved by honorable president","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"266","a special wishes","to tngovt ","centralgovt","i extended a special wishes to tngovt centralgovt ji for jallikattu bill approved by honorable president","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"267","nagababu","revealed ","sensational secret","nagababu revealed sensational secret behind jallikattu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"268","india pranabmukherjee","was passed ","the tamilnadu jallikattu bill","president of india pranabmukherjee approves the tamilnadu jallikattu bill which was passed in tnassembly last week jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"269","the tamilnadu jallikattu bill","was passed ","tnassembly","president of india pranabmukherjee approves the tamilnadu jallikattu bill which was passed in tnassembly last week jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"270","tnassembly","was passed ","last week","president of india pranabmukherjee approves the tamilnadu jallikattu bill which was passed in tnassembly last week jallikattuforever","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"271","allow kambala","to karnataka ","culturally sensitive","allow kambala as it is as culturally sensitive to karnataka as jallikattu is to tamilnadu","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"272","jallikattu uprising","drowned ","out chinnamma","jallikattu uprising drowned out chinnamma for chief minister chorus","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"273","out chinnamma","drowned ","chief minister chorus","jallikattu uprising drowned out chinnamma for chief minister chorus","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"274","majoritarianism","is to always prevail ","ins","if majoritarianism is to always prevail why even have ins","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"275","kamal","haasan ","others","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"276","kamal","setting ","others","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"277","others","haasan ","tweet video","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"278","others","setting ","tweet video","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"279","tweet video","haasan ","cop","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"280","tweet video","setting ","cop","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"281","cop","haasan ","an auto","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"282","cop","setting ","an auto","kamal haasan others tweet video of cop setting an auto on fire","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"283","years","to be tried ","man","years on man to be tried for kidnap and rape of girl he wed","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"284","man","to be tried ","kidnap and rape","years on man to be tried for kidnap and rape of girl he wed","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"285","kidnap and rape","to be tried ","girl","years on man to be tried for kidnap and rape of girl he wed","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"286","fantastic explanation","not b banned ","y jallikattu shld","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"287","chalo isi bahaane nationalists","sakti hai ","maana ki supreme court se galti","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"288","maana ki supreme court se galti","sakti hai ","ho","0","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"289","congress","respects ","the culture tradition","congress respects people of tamilnadu in preserving the culture tradition of jallikattu moreso as adequate safety preca","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"290","congress","preserving ","the culture tradition","congress respects people of tamilnadu in preserving the culture tradition of jallikattu moreso as adequate safety preca","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"291","the culture tradition","respects ","adequate safety","congress respects people of tamilnadu in preserving the culture tradition of jallikattu moreso as adequate safety preca","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"292","the culture tradition","preserving ","adequate safety","congress respects people of tamilnadu in preserving the culture tradition of jallikattu moreso as adequate safety preca","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"293","the significance f","conducting ","st century","sir what s the significance f conducting jallikattu on st century","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"294","nope","need to banpetaindia ","petaindia","nope it is petaindia we need to banpetaindia amendpca for jallikattu for permanent solution","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"295","petaindia","need to banpetaindia ","amendpca","nope it is petaindia we need to banpetaindia amendpca for jallikattu for permanent solution","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"296","amendpca","need to banpetaindia ","permanent solution","nope it is petaindia we need to banpetaindia amendpca for jallikattu for permanent solution","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"297","malnutrition poverty","farming ","suicides road accident deaths india","malnutrition poverty farming suicides road accident deaths india is facing calamity","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"298","malnutrition poverty","is facing ","suicides road accident deaths india","malnutrition poverty farming suicides road accident deaths india is facing calamity","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"299","suicides road accident deaths india","farming ","calamity","malnutrition poverty farming suicides road accident deaths india is facing calamity","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"300","suicides road accident deaths india","is facing ","calamity","malnutrition poverty farming suicides road accident deaths india is facing calamity","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"301","i support kambala","gets banned ","our sport","i support kambala too hope peta gets banned not our sport","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"302","kambala matter","to come ","weeks","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","timesofindia kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","newsalert kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu ani","kambala matter adjourned for two weeks by karnatakahc and advised the petitioner to come back once sc grants verdict on jallikattu","kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","6633.01028116594"
"303","kambala matter","advised ","weeks","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","timesofindia kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","newsalert kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu ani","kambala matter adjourned for two weeks by karnatakahc and advised the petitioner to come back once sc grants verdict on jallikattu","kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","6633.01028116594"
"304","kambala matter","calls ","weeks","karnataka high court adjourns kambala matter for two weeks calls petitioner after jallikattu verdict","737.001142351771","NA","NA","NA","NA","NA","NA","NA","NA"
"305","weeks","to come ","once supreme court grants verdict","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","timesofindia kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","newsalert kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu","kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","kambala matter adjourned for weeks by karnataka high court high court advised petitioner to come back once supreme court grants verdict on jallikattu ani","kambala matter adjourned by karnataka high court for weeks petitioner advised to come back once supreme court grants verdict on jallikattu","5896.00913881417","NA"
